race,race_code,state,state_code,year,year_code,icd10_113_cause_list,icd10_113_cause_list_code,deaths,population,crude_rate
Black or African American,2054-5,North Carolina,37.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,2421439.0,0.9
Black or African American,2054-5,North Carolina,37.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,40.0,2453861.0,1.6
Black or African American,2054-5,North Carolina,37.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,40.0,2453861.0,1.6
Black or African American,2054-5,Ohio,39.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,1501406.0,
Black or African American,2054-5,Ohio,39.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,1501406.0,
Black or African American,2054-5,Ohio,39.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,1530803.0,
Black or African American,2054-5,Ohio,39.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,1530803.0,
Black or African American,2054-5,Ohio,39.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,1544643.0,
Black or African American,2054-5,Ohio,39.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,1544643.0,
Black or African American,2054-5,Ohio,39.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,1578549.0,
Black or African American,2054-5,Ohio,39.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,1578549.0,
Black or African American,2054-5,Ohio,39.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,1613123.0,
Black or African American,2054-5,Ohio,39.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,1613123.0,
Black or African American,2054-5,Ohio,39.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,1640963.0,
Black or African American,2054-5,Ohio,39.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,1640963.0,
Black or African American,2054-5,Ohio,39.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,1658318.0,
Black or African American,2054-5,Ohio,39.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,1658318.0,
Black or African American,2054-5,Pennsylvania,42.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,1445762.0,
Black or African American,2054-5,Pennsylvania,42.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,1445762.0,
Black or African American,2054-5,Pennsylvania,42.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,1469600.0,
Black or African American,2054-5,Pennsylvania,42.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,1469600.0,
Black or African American,2054-5,Pennsylvania,42.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,1492281.0,
Black or African American,2054-5,Pennsylvania,42.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,1492281.0,
Black or African American,2054-5,Pennsylvania,42.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,1506459.0,
Black or African American,2054-5,Pennsylvania,42.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,1506459.0,
Black or African American,2054-5,Pennsylvania,42.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,1554879.0,
Black or African American,2054-5,Pennsylvania,42.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,1554879.0,
Black or African American,2054-5,Pennsylvania,42.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,1599349.0,
Black or African American,2054-5,Pennsylvania,42.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,1599349.0,
Black or African American,2054-5,Pennsylvania,42.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,1617500.0,
Black or African American,2054-5,Pennsylvania,42.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,1617500.0,
Black or African American,2054-5,Pennsylvania,42.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,1632313.0,
Black or African American,2054-5,Pennsylvania,42.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,1643677.0,
Black or African American,2054-5,Pennsylvania,42.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,1643677.0,
Black or African American,2054-5,Pennsylvania,42.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,1660533.0,
Black or African American,2054-5,Pennsylvania,42.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,1660533.0,
Black or African American,2054-5,South Carolina,45.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,1308465.0,
Black or African American,2054-5,South Carolina,45.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,1308465.0,
Black or African American,2054-5,South Carolina,45.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,1320564.0,
Black or African American,2054-5,South Carolina,45.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,1320564.0,
Black or African American,2054-5,South Carolina,45.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,1343297.0,
Black or African American,2054-5,South Carolina,45.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,1343297.0,
Black or African American,2054-5,South Carolina,45.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,1362515.0,
Black or African American,2054-5,South Carolina,45.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,1362515.0,
Black or African American,2054-5,South Carolina,45.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,1374865.0,
Black or African American,2054-5,South Carolina,45.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,1374865.0,
Black or African American,2054-5,South Carolina,45.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,1398222.0,
Black or African American,2054-5,South Carolina,45.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,1398222.0,
Black or African American,2054-5,South Carolina,45.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,1409678.0,
Black or African American,2054-5,South Carolina,45.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,1409678.0,
Black or African American,2054-5,South Carolina,45.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,1428188.0,
Black or African American,2054-5,South Carolina,45.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,1428188.0,
Black or African American,2054-5,South Carolina,45.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,1441509.0,
Black or African American,2054-5,South Carolina,45.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,1441509.0,
Black or African American,2054-5,Tennessee,47.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,1131376.0,
Black or African American,2054-5,Tennessee,47.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,1131376.0,
Black or African American,2054-5,Tennessee,47.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,1167771.0,
Black or African American,2054-5,Tennessee,47.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,1167771.0,
Black or African American,2054-5,Tennessee,47.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,1189804.0,
Black or African American,2054-5,Tennessee,47.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,1198663.0,
Black or African American,2054-5,Tennessee,47.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,1198663.0,
Black or African American,2054-5,Tennessee,47.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,1209147.0,
Black or African American,2054-5,Tennessee,47.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,1209147.0,
Black or African American,2054-5,Tennessee,47.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,1219237.0,
Black or African American,2054-5,Tennessee,47.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,1219237.0,
Black or African American,2054-5,Texas,48.0,1999,1999.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,2461293.0,
Black or African American,2054-5,Texas,48.0,1999,1999.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2461293.0,
Black or African American,2054-5,Texas,48.0,2001,2001.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,2551645.0,
Black or African American,2054-5,Texas,48.0,2001,2001.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2551645.0,
Black or African American,2054-5,Texas,48.0,2002,2002.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,2602237.0,
Black or African American,2054-5,Texas,48.0,2002,2002.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2602237.0,
Black or African American,2054-5,Texas,48.0,2003,2003.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,2646739.0,
Black or African American,2054-5,Texas,48.0,2003,2003.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,2646739.0,
Black or African American,2054-5,Texas,48.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,2697339.0,
Black or African American,2054-5,Texas,48.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,2697339.0,
Black or African American,2054-5,Texas,48.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,2753898.0,
Black or African American,2054-5,Texas,48.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,2753898.0,
Black or African American,2054-5,Texas,48.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,30.0,2904002.0,1.0
Black or African American,2054-5,Texas,48.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,29.0,2904002.0,1.0
Black or African American,2054-5,Texas,48.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,2962118.0,
Black or African American,2054-5,Texas,48.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,2962118.0,
Black or African American,2054-5,Texas,48.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,3027152.0,0.7
Black or African American,2054-5,Texas,48.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,3027152.0,0.7
Black or African American,2054-5,Texas,48.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,36.0,3101293.0,1.2
Black or African American,2054-5,Texas,48.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,36.0,3101293.0,1.2
Black or African American,2054-5,Texas,48.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25.0,3156011.0,0.8
Black or African American,2054-5,Texas,48.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,25.0,3156011.0,0.8
Black or African American,2054-5,Texas,48.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,42.0,3231968.0,1.3
Black or African American,2054-5,Texas,48.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,42.0,3231968.0,1.3
Black or African American,2054-5,Texas,48.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,50.0,3313287.0,1.5
Black or African American,2054-5,Texas,48.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,48.0,3313287.0,1.4
Black or African American,2054-5,Texas,48.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,42.0,3386416.0,1.2
Black or African American,2054-5,Texas,48.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,40.0,3386416.0,1.2
Black or African American,2054-5,Texas,48.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,37.0,3471829.0,1.1
Black or African American,2054-5,Texas,48.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,36.0,3471829.0,1.0
Black or African American,2054-5,Texas,48.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,54.0,3557565.0,1.5
Black or African American,2054-5,Texas,48.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,53.0,3557565.0,1.5
Black or African American,2054-5,Texas,48.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,49.0,3634085.0,1.3
Black or African American,2054-5,Texas,48.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,48.0,3634085.0,1.3
Black or African American,2054-5,Texas,48.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,44.0,3717259.0,1.2
Black or African American,2054-5,Texas,48.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,42.0,3717259.0,1.1
Black or African American,2054-5,Texas,48.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25.0,3803248.0,0.7
Black or African American,2054-5,Texas,48.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,24.0,3803248.0,0.6
Black or African American,2054-5,Texas,48.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,3873093.0,0.6
Black or African American,2054-5,Texas,48.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,3873093.0,0.6
Black or African American,2054-5,Texas,48.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,38.0,3984144.0,1.0
Black or African American,2054-5,Texas,48.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,37.0,3984144.0,0.9
Black or African American,2054-5,Virginia,51.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,1729691.0,
Black or African American,2054-5,Virginia,51.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,1729691.0,
Black or African American,2054-5,Virginia,51.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,1741448.0,
Black or African American,2054-5,Virginia,51.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,1741448.0,
Black or African American,2054-5,Virginia,51.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,1760262.0,
Black or African American,2054-5,Virginia,51.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,1760262.0,
Black or African American,2054-5,Virginia,51.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,1781520.0,
Black or African American,2054-5,Virginia,51.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,1781520.0,
Black or African American,2054-5,Virginia,51.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,1801495.0,
Black or African American,2054-5,Virginia,51.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,1801495.0,
White,2106-3,Alabama,1.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,3416909.0,
White,2106-3,Alabama,1.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,3416909.0,
White,2106-3,Alabama,1.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,3419705.0,
White,2106-3,Alabama,1.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,3419705.0,
White,2106-3,Alabama,1.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,3426745.0,
White,2106-3,Alabama,1.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,3426745.0,
White,2106-3,Alabama,1.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,3437480.0,0.6
White,2106-3,Alabama,1.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,3437480.0,0.6
White,2106-3,Alabama,1.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,3445489.0,
White,2106-3,Alabama,1.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,3445489.0,
White,2106-3,Arizona,4.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,5493590.0,
White,2106-3,Arizona,4.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,5493590.0,
White,2106-3,Arizona,4.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5559757.0,
White,2106-3,Arizona,4.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5559757.0,
White,2106-3,Arizona,4.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,5603585.0,
White,2106-3,Arizona,4.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,5603585.0,
White,2106-3,Arizona,4.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,5650603.0,0.4
White,2106-3,Arizona,4.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,5650603.0,0.4
White,2106-3,Arizona,4.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,5725331.0,
White,2106-3,Arizona,4.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,5725331.0,
White,2106-3,Arizona,4.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,5790662.0,
White,2106-3,Arizona,4.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,5790662.0,
White,2106-3,Arizona,4.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,5867696.0,
White,2106-3,Arizona,4.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,5867696.0,
White,2106-3,Arizona,4.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,5925685.0,
White,2106-3,Arizona,4.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,5925685.0,
White,2106-3,Arizona,4.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,6039570.0,0.3
White,2106-3,Arizona,4.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,6039570.0,0.3
White,2106-3,Arizona,4.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,6118935.0,
White,2106-3,Arizona,4.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,6118935.0,
White,2106-3,Arizona,4.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,26.0,6217929.0,0.4
White,2106-3,Arizona,4.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,26.0,6217929.0,0.4
White,2106-3,Arkansas,5.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,2346846.0,
White,2106-3,Arkansas,5.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,2346846.0,
White,2106-3,Arkansas,5.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,2361582.0,
White,2106-3,Arkansas,5.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,2361582.0,
White,2106-3,Arkansas,5.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,2393011.0,
White,2106-3,Arkansas,5.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,2393011.0,
White,2106-3,Arkansas,5.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,2399804.0,
White,2106-3,Arkansas,5.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,2399804.0,
White,2106-3,Arkansas,5.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,2411255.0,
White,2106-3,Arkansas,5.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,2411255.0,
White,2106-3,Arkansas,5.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,2420319.0,
White,2106-3,Arkansas,5.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2420319.0,
White,2106-3,Arkansas,5.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,2424998.0,
White,2106-3,Arkansas,5.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,2424998.0,
White,2106-3,California,6.0,1999,1999.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,28.0,26492434.0,0.1
White,2106-3,California,6.0,1999,1999.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,26.0,26492434.0,0.1
White,2106-3,California,6.0,2000,2000.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,40.0,26748991.0,0.1
White,2106-3,California,6.0,2000,2000.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,36.0,26748991.0,0.1
White,2106-3,California,6.0,2001,2001.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,36.0,27098184.0,0.1
White,2106-3,California,6.0,2001,2001.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,35.0,27098184.0,0.1
White,2106-3,California,6.0,2002,2002.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,42.0,27309018.0,0.2
White,2106-3,California,6.0,2002,2002.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,40.0,27309018.0,0.1
White,2106-3,California,6.0,2003,2003.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,74.0,27511542.0,0.3
White,2106-3,California,6.0,2003,2003.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,67.0,27511542.0,0.2
White,2106-3,California,6.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,106.0,27663667.0,0.4
White,2106-3,California,6.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,104.0,27663667.0,0.4
White,2106-3,California,6.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,83.0,27746395.0,0.3
White,2106-3,California,6.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,79.0,27746395.0,0.3
White,2106-3,California,6.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,90.0,27773583.0,0.3
White,2106-3,California,6.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,87.0,27773583.0,0.3
White,2106-3,California,6.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,65.0,27832336.0,0.2
White,2106-3,California,6.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,64.0,27832336.0,0.2
White,2106-3,California,6.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,73.0,27990346.0,0.3
White,2106-3,California,6.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,70.0,27990346.0,0.3
White,2106-3,California,6.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,82.0,28147510.0,0.3
White,2106-3,California,6.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,81.0,28147510.0,0.3
White,2106-3,California,6.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,55.0,28280715.0,0.2
White,2106-3,California,6.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,53.0,28280715.0,0.2
White,2106-3,California,6.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,44.0,28551082.0,0.2
White,2106-3,California,6.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,42.0,28551082.0,0.1
White,2106-3,California,6.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,59.0,28716573.0,0.2
White,2106-3,California,6.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,59.0,28716573.0,0.2
